symbol	max_min_score	Q75.25_score	cor	p.value	fdr	TSGene
MARK3	0.4319825713	-0.0576108958	0.0970910668	0.9190846753	1	
MAT2A	0.4314458849	-0.058781701	0.097556391	0.92008893	1	
CARS	0.4311517686	-0.0594233288	0.0978113991	0.9206352932	1	
TPH2	0.4307030138	-0.0604023072	0.0982004837	0.9214634946	1	
MTOR	0.4306484355	-0.0605213722	0.0982478048	0.9215637757	1	
CCR2	0.4304483151	-0.0609579436	0.0984213155	0.9219306474	1	
CDS1	0.4304043493	-0.061053857	0.0984594353	0.9220110743	1	
KCNQ1	0.4302754839	-0.0613349826	0.0985711657	0.922246448	1	
IDH3B	0.4302466787	-0.0613978224	0.0985961407	0.9222989876	1	
FLT4	0.4299389178	-0.0620692164	0.0988629791	0.9228586594	1	
FARS2	0.429920725	-0.0621089047	0.0988787528	0.9228916478	1	
DAXX	0.4293522012	-0.0633491646	0.099371681	0.9239171726	1	
DCLK3	0.4292051431	-0.0636699784	0.099499185	0.9241807532	1	
NFKBIA	0.4290830622	-0.0639363032	0.099605033	0.9243433347	1	
KLK6	0.4285471716	-0.0651053725	0.1000696672	0.9253516084	1	TSG
GRIA1	0.4284834969	-0.0652442816	0.1001248751	0.9254641847	1	
AIFM1	0.4284183062	-0.065386498	0.1001813975	0.9255793077	1	
NDUFA13	0.4284046616	-0.0654162643	0.1001932278	0.9256033862	1	
CTSG	0.4281908966	-0.065882602	0.1003785688	0.9259798431	1	
SOAT2	0.4281893806	-0.0658859093	0.1003798833	0.9259825078	1	
PTGS1	0.4277512382	-0.0668417362	0.1007597665	0.9267495642	1	
ETV6	0.427625405	-0.0671162471	0.100868868	0.9269687389	1	TSG
CSNK1G2	0.4272570016	-0.0679199354	0.1011882854	0.9276075494	1	
UBASH3B	0.4266399637	-0.0692660308	0.1017232767	0.9286679416	1	
PLOD1	0.4266308674	-0.0692858749	0.1017311636	0.9286834847	1	
REN	0.4260138295	-0.0706319703	0.1022661549	0.9297318037	1	
ADAM17	0.4257303257	-0.0712504465	0.1025119617	0.9302094944	1	
NIM1	0.4252770227	-0.072239347	0.1029049897	0.9309681187	1	
NPY5R	0.4244977661	-0.0739393298	0.1035806299	0.9322574491	1	
PRKX	0.4244174147	-0.0741146199	0.1036502971	0.9323893364	1	
CCKBR	0.4236942525	-0.0756922304	0.1042773016	0.9335674599	1	
FKBP1A	0.4236912203	-0.0756988451	0.1042799306	0.9335723661	1	
CDK4	0.4236108294	-0.0758742214	0.1043496321	0.9336611002	1	
CPAMD8	0.4227649056	-0.0777196417	0.1050830748	0.9350581985	1	
PSMB9	0.4224950063	-0.0783084388	0.105317086	0.9354478919	1	
CAMK2G	0.4224328877	-0.0784439535	0.1053709448	0.9355844723	1	
NDUFA9	0.4223510202	-0.0786225509	0.1054419265	0.9357137307	1	
BRAF	0.4218461711	-0.0797239016	0.1058796467	0.9365063985	1	
HOXA13	0.4214989926	-0.080481287	0.1061806614	0.9370471019	1	
ABCA6	0.4213777075	-0.0807458757	0.1062858194	0.9372351508	1	
SLC16A8	0.4206575774	-0.0823168715	0.1069101951	0.9383427392	1	
TAT	0.4205560011	-0.0825384646	0.1069982649	0.9384977385	1	
FOXO3	0.4202770454	-0.0831470187	0.1072401283	0.9389218516	1	TSG
ATP6V1A	0.4202012423	-0.0833123867	0.107305852	0.939036706	1	
HDAC8	0.4197615839	-0.084271521	0.1076870498	0.9396995534	1	
DPYD	0.4196979092	-0.0844104301	0.1077422577	0.9397950852	1	
GCAT	0.41962059	-0.0845791054	0.107809296	0.9399109296	1	
S100A13	0.4195629795	-0.0847047851	0.107859246	0.9399971321	1	
HSD11B1	0.4193476985	-0.0851744301	0.1080459015	0.9403184053	1	
PTH	0.4190702589	-0.0857796769	0.1082864504	0.9407304617	1	
NEDD4L	0.4186791146	-0.0866329757	0.1086255849	0.941307621	1	
ABCB4	0.418283422	-0.0874961965	0.1089686629	0.9418870179	1	
PSMD13	0.4182288437	-0.0876152615	0.109015984	0.9419665828	1	
IL36RN	0.4182197473	-0.0876351056	0.1090238709	0.9419798353	1	
COX6A2	0.4181764982	-0.0877294556	0.1090613692	0.9420152614	1	
RAB11A	0.4180833016	-0.087932768	0.1091421736	0.9421783395	1	
ATP6V1C1	0.417542067	-0.0891134953	0.1096114412	0.9429605134	1	
NUP98	0.4174905208	-0.0892259456	0.1096561333	0.943034572	1	
MECP2	0.4172722077	-0.0897022053	0.1098454177	0.9433473976	1	
ATP1A1	0.4168704509	-0.0905786556	0.1101937536	0.9439195644	1	
CHRNA5	0.4165854309	-0.0912004392	0.1104408749	0.9443227237	1	
BCL2L11	0.4165808827	-0.0912103613	0.1104448183	0.9443291386	1	
GUK1	0.4162071311	-0.092025717	0.1107688728	0.9448315081	1	
ZHX2	0.4158683329	-0.0927648203	0.1110626216	0.9453269958	1	
SIRT1	0.4158092064	-0.0928938073	0.1111138861	0.9454091608	1	
APAF1	0.4157636824	-0.09299312	0.1111533569	0.9454506076	1	TSG
COL1A1	0.4157334033	-0.0930591753	0.1111796099	0.9455143583	1	
KCNJ6	0.4157243069	-0.0930790194	0.1111874967	0.9455269713	1	
PEAK1	0.415654568	-0.093231158	0.1112479626	0.9456235946	1	
PRKCQ	0.4155484435	-0.0934626731	0.1113399758	0.9457703713	1	
TRIB3	0.4154726404	-0.0936280411	0.1114056996	0.9458750208	1	
SCN2A	0.415440803	-0.0936974957	0.1114333035	0.9459189261	1	
CD79A	0.415010241	-0.0946367858	0.1118066144	0.9465099446	1	
DDAH1	0.4147252211	-0.0952585694	0.1120537357	0.9468983744	1	
ANXA11	0.4144113959	-0.0959431928	0.1123258321	0.9473234841	1	
KAT5	0.4143037554	-0.0961780153	0.1124191598	0.9474686745	1	
LIFR	0.4139247396	-0.0970048552	0.1127477785	0.9479773955	1	
MAFB	0.4135912056	-0.0977324743	0.113036963	0.9484218431	1	TSG
RDH13	0.4134494108	-0.098041806	0.1131599036	0.94859351	1	
ITGB8	0.4133668282	-0.0982219635	0.1132315053	0.948719142	1	
IFNA5	0.4131667079	-0.098658535	0.113405016	0.9489831552	1	
MBL2	0.4130439067	-0.0989264311	0.1135114885	0.9491446298	1	
MAP1A	0.4129332341	-0.0991678683	0.1136074452	0.9492898095	1	
FOXO1	0.4129226216	-0.0991910199	0.1136166465	0.9493037135	1	TSG
FMO3	0.4123207444	-0.1005040416	0.1141384931	0.9500873436	1	
TNFRSF1A	0.4121949112	-0.1007785524	0.1142475945	0.9502499549	1	
DLG4	0.4121918358	-0.1007852616	0.114250261	0.9502403985	1	
IFNA1	0.4121084956	-0.1009670719	0.1143225196	0.9503613841	1	TSG
DNTT	0.4115884858	-0.1021014962	0.1147733845	0.9510277385	1	
TSC1	0.4115824215	-0.1021147257	0.1147786424	0.9510354673	1	TSG
IDH2	0.4115763573	-0.1021279551	0.1147839003	0.9510431951	1	
BRCC3	0.4114292991	-0.102448769	0.1149114044	0.9512302976	1	
LATS2	0.4109092894	-0.1035831933	0.1153622693	0.9518873531	1	TSG
PPP1R3A	0.4096206354	-0.1063944489	0.1164795731	0.9534852841	1	
NCOA4	0.4095539287	-0.1065399727	0.11653741	0.9535668332	1	TSG
IL3	0.4094401797	-0.1067881212	0.1166360339	0.9536981135	1	
POLA1	0.4091279148	-0.1074693408	0.1169067774	0.9540849474	1	
SMG1	0.4090505956	-0.1076380161	0.1169738157	0.9541784852	1	
CYP2C9	0.4089505354	-0.1078563018	0.117060571	0.954299308	1	
FAH	0.4086852243	-0.1084350898	0.1172906041	0.9546184387	1	
GLYAT	0.4086260978	-0.1085640768	0.1173418687	0.9546893158	1	
PAM	0.4085321019	-0.1087691331	0.1174233661	0.9548018099	1	
INPP5D	0.4082288892	-0.109430605	0.1176862611	0.9551631717	1	
TGS1	0.4080469616	-0.1098274881	0.1178439981	0.955378876	1	
NMT1	0.4080045118	-0.1099200942	0.1178808034	0.9554290873	1	
TAF1L	0.4079014195	-0.1101449946	0.1179701877	0.9555508404	1	
PHF3	0.4074738896	-0.11107767	0.1183408697	0.9560529161	1	
RHO	0.4069478156	-0.1122253238	0.1187969925	0.9566644655	1	
METAP1	0.406934171	-0.11225509	0.1188088228	0.9566802356	1	
NDUFV1	0.4067219221	-0.1127181204	0.1189928493	0.9569249558	1	
GPT2	0.4064050649	-0.1134093585	0.1192675745	0.9572882203	1	
LRP6	0.40638384	-0.1134556615	0.1192859772	0.9573124656	1	
GPX4	0.4061647235	-0.1139336738	0.1194759581	0.9575613589	1	
OGG1	0.4060851755	-0.1141072114	0.1195449288	0.9576524587	1	
MARK4	0.4059593422	-0.1143817222	0.1196540302	0.9577950507	1	
ASRGL1	0.4050769933	-0.1163066055	0.1204190546	0.9587840912	1	
STK10	0.4043371543	-0.1179205969	0.1210605184	0.9595989112	1	
ADCK3	0.4043341222	-0.1179272116	0.1210631474	0.9596022236	1	
B3GAT3	0.4039596545	-0.1187441294	0.1213878227	0.9600096299	1	
CACNA1C	0.4035594138	-0.1196172724	0.1217348441	0.9604413985	1	
EIF2AK2	0.4035563816	-0.1196238871	0.1217374731	0.960444655	1	TSG
TESK1	0.4029726972	-0.1208972205	0.1222435459	0.9610675093	1	
SSTR3	0.4024845248	-0.1219621903	0.1226668069	0.9615823215	1	
ZBTB4	0.4023420148	-0.1222730821	0.1227903675	0.9617315633	1	
CAMKK2	0.4022313422	-0.1225145193	0.1228863242	0.9618471392	1	
GABRG1	0.4020388021	-0.122934554	0.1230532625	0.9620475349	1	
SDC1	0.4019690632	-0.1230866925	0.1231137284	0.9621199081	1	
RDH8	0.4018735512	-0.1232950562	0.1231965403	0.9622188462	1	
CACNA1D	0.4018629388	-0.1233182077	0.1232057416	0.9622298264	1	
NAMPT	0.4018326175	-0.1233843549	0.1232320311	0.962261184	1	
STK32B	0.4018022962	-0.1234505021	0.1232583206	0.9622925205	1	
MAST4	0.4013505093	-0.1244360952	0.1236500342	0.9627569369	1	
TRPM6	0.4012853186	-0.1245783117	0.1237065566	0.9628235647	1	
AQP5	0.4011367444	-0.1249024329	0.1238353752	0.9629750522	1	
HMGCS1	0.4005318351	-0.1262220693	0.1243598507	0.9635866503	1	
TUBA1B	0.3997865004	-0.12784805	0.1250060795	0.9643399641	1	
MTTP	0.3993280807	-0.1288481128	0.1254035438	0.9647792538	1	
POLE	0.3992067956	-0.1291127016	0.1255087018	0.9648976276	1	
PPIA	0.3990294162	-0.1294996626	0.1256624954	0.9650701645	1	
ARHGAP26	0.398905099	-0.1297708661	0.1257702823	0.9651906746	1	
SYK	0.397279879	-0.1333163556	0.1271793995	0.9667351216	1	TSG
CYCS	0.3971358529	-0.1336305547	0.1273042747	0.9668692388	1	
SCNN1D	0.3963535642	-0.1353371522	0.1279825438	0.9675899892	1	
CTTN	0.3962610843	-0.1355389012	0.1280627267	0.9676743373	1	
PTPN4	0.3958729721	-0.1363855852	0.1283992323	0.9680263607	1	
MYO3B	0.3958486664	-0.1364386091	0.1284203061	0.9680657533	1	
NDUFB3	0.3956720449	-0.1368239167	0.1285734425	0.9682250855	1	
PDHA2	0.3954469582	-0.1373149532	0.1287685998	0.9684091307	1	
HPGD	0.3949451412	-0.1384096892	0.129203691	0.9688551699	1	TSG
RTN4R	0.394796567	-0.1387338105	0.1293325096	0.9689862313	1	
FDXR	0.394485774	-0.1394118192	0.129601977	0.9692589231	1	
PIK3CD	0.3937353226	-0.1410489622	0.1302526421	0.9699092425	1	
PVRL4	0.3928196203	-0.1430466073	0.131046585	0.9706873559	1	
IL8	0.3925285361	-0.1436816203	0.1312989642	0.9709311945	1	
ZBTB16	0.3923557049	-0.1440586593	0.1314488143	0.9710751789	1	TSG
PPT1	0.3923435764	-0.1440851182	0.1314593301	0.9710852609	1	
PASK	0.3920570404	-0.1447102092	0.1317077659	0.9713226044	1	
TRIP11	0.391905434	-0.1450409451	0.1318392134	0.9714475298	1	
HSD3B1	0.3918842091	-0.1450872481	0.1318576161	0.9714649834	1	
WDHD1	0.3917295707	-0.1454245988	0.1319916925	0.971591879	1	
TPI1	0.3916977333	-0.1454940534	0.1320192965	0.9716179465	1	
SPRY2	0.3915082254	-0.1459074733	0.1321836059	0.971772701	1	TSG
MAN1A1	0.3911913681	-0.1465987115	0.1324583311	0.9720298899	1	
NR1H2	0.3911185971	-0.1467574647	0.1325214259	0.9720886823	1	
OGDH	0.3910503742	-0.1469062959	0.1325805773	0.9721437072	1	
CNBP	0.3906971315	-0.1476769107	0.13288685	0.9724271784	1	
EPOR	0.3901073828	-0.1489634735	0.1333981808	0.9728951106	1	
NDUFV3	0.3899497122	-0.1493074389	0.1335348862	0.9730190909	1	
NDUFAB1	0.3896722726	-0.1499126857	0.1337754351	0.9732361055	1	
IGFBP3	0.3895737284	-0.1501276641	0.133860876	0.9733128375	1	TSG
MAP4K5	0.3893933169	-0.1505212399	0.1340172985	0.9734528425	1	
EIF5A	0.3893357065	-0.1506469195	0.1340672485	0.9734974213	1	
TAF1	0.3888156967	-0.1517813438	0.1345181135	0.9738969953	1	
DNMT1	0.3873102457	-0.1550655519	0.1358233871	0.9750256238	1	
FHIT	0.3872875048	-0.1551151623	0.1358431043	0.9750423555	1	TSG
FGFR1OP	0.3870449346	-0.1556443398	0.1360534203	0.9752202467	1	
ME2	0.386623469	-0.1565637857	0.1364188443	0.9755268171	1	
GGPS1	0.386623469	-0.1565637857	0.1364188443	0.9755268171	1	
SOD1	0.3864400253	-0.1569639762	0.1365778958	0.9756592601	1	
ALDH18A1	0.3856804775	-0.1586209634	0.1372364478	0.9762012872	1	
SYTL4	0.3856577365	-0.1586705738	0.1372561649	0.9762173587	1	
TLR9	0.3851544035	-0.1597686171	0.1376925706	0.9765707582	1	
SLC7A3	0.3847875161	-0.1605689981	0.1380106735	0.9768255789	1	
IL17A	0.3844843034	-0.16123047	0.1382735685	0.9770344194	1	
ACACB	0.3842887313	-0.1616571194	0.1384431358	0.9771682834	1	
PGD	0.384235669	-0.161772877	0.1384891424	0.9772044902	1	
ACVRL1	0.3823345255	-0.1659203059	0.1401374941	0.9784703372	1	
ALDH3A2	0.3819873469	-0.1666776912	0.1404385089	0.9786950004	1	
GNAT1	0.3816826182	-0.1673424705	0.1407027183	0.9788905661	1	
NRIP1	0.3815916544	-0.167540912	0.1407815868	0.9789486503	1	
STAT3	0.3811338032	-0.1685397346	0.1411785583	0.9792389697	1	
MAPK12	0.3809321668	-0.1689796134	0.1413533835	0.9793657522	1	
PRCC	0.3802423579	-0.170484462	0.1419514696	0.9797945608	1	
PHB2	0.3800952997	-0.1708052759	0.1420789737	0.9798849988	1	
EEF2	0.3800277811	-0.1709525709	0.1421375145	0.9799622301	1	
CELA2A	0.3800073681	-0.1709971028	0.1421552132	0.9799389119	1	
ERCC2	0.37991034	-0.1712087738	0.1422393396	0.9799982607	1	
CARD11	0.3798739545	-0.1712881504	0.142270887	0.9800204782	1	
NEDD8	0.3790105021	-0.1731718099	0.1430195275	0.9805782542	1	
UQCR10	0.3785670534	-0.1741392129	0.1434040116	0.9808417473	1	
GIPR	0.3784640155	-0.1743639948	0.1434933488	0.9808655139	1	
ACTR2	0.3781213851	-0.175111458	0.1437904201	0.9810662405	1	
GATA4	0.3771541367	-0.1772215534	0.1446290552	0.9816233061	1	
CD3E	0.3763384945	-0.1790009128	0.1453362427	0.9820822076	1	
BMP4	0.375586527	-0.1806413632	0.1459882223	0.9824966373	1	
VDR	0.3749224913	-0.1820899866	0.1465639624	0.9828558114	1	
PLOD2	0.374605634	-0.1827812248	0.1468386876	0.9830249787	1	
ABCC5	0.374510122	-0.1829895884	0.1469214996	0.9830756925	1	
CHEK1	0.3743327426	-0.1833765495	0.1470752931	0.9831695336	1	TSG
SLC25A4	0.3743281944	-0.1833864716	0.1470792366	0.9831719339	1	
CLEC3B	0.3731092794	-0.1860455886	0.1481360745	0.9838048195	1	
YARS	0.3730410565	-0.1861944198	0.1481952258	0.9838396347	1	
BLM	0.3729409963	-0.1864127056	0.1482819812	0.9838905818	1	TSG
AARS	0.3727514884	-0.1868261255	0.1484462906	0.9839866973	1	
HGS	0.3723921814	-0.1876099697	0.1487578211	0.9841675909	1	
LIG3	0.3722678642	-0.1878811732	0.1488656081	0.9842297714	1	
PSMD1	0.3722451232	-0.1879307836	0.1488853252	0.9842411233	1	
AIFM3	0.3721026132	-0.1882416754	0.1490088859	0.9843121034	1	
KTN1	0.3720116494	-0.1884401169	0.1490877544	0.9843572671	1	
SIX4	0.3719843603	-0.1884996494	0.1491114149	0.9843707946	1	
CBR3	0.3716584066	-0.1892107317	0.149394027	0.9845316024	1	
PKN3	0.3716114087	-0.1893132599	0.1494347758	0.9845546717	1	
PTGS2	0.3708457966	-0.1909834764	0.1500985856	0.9849263621	1	
ALDH2	0.3703970419	-0.1919624549	0.1504876702	0.9851406504	1	
AGTR1	0.3702984977	-0.1921774332	0.1505731111	0.9851873565	1	
KRT7	0.3702181464	-0.1923527233	0.1506427783	0.985225347	1	
PYCR2	0.3693903757	-0.1941585416	0.1513604816	0.9856118932	1	
TRIM37	0.3692448336	-0.1944760481	0.1514866712	0.9856789544	1	
CLP1	0.3690325848	-0.1949390784	0.1516706977	0.9857762722	1	
CDK5R1	0.3689719422	-0.1950713728	0.1517232767	0.985803973	1	
HSD17B4	0.3689377733	-0.1951459139	0.1517529023	0.9858617166	1	
AMY2B	0.3687672736	-0.1955178664	0.1519007308	0.9858971223	1	
SIK1	0.3682669727	-0.196609295	0.1523345076	0.9861226181	1	TSG
HSD17B2	0.3676726758	-0.1979057799	0.1528497818	0.9863864558	1	
FOLR1	0.3673239812	-0.1986664726	0.153152111	0.9865392456	1	
THNSL1	0.3662445441	-0.2010213126	0.1540880172	0.9870029318	1	
GLS2	0.3658458194	-0.2018911482	0.1544337242	0.9871707016	1	
NACA	0.3657472753	-0.2021061266	0.154519165	0.9872118774	1	
ATP4A	0.3653000365	-0.2030817976	0.1549069352	0.9873973263	1	
TOP2B	0.3650028881	-0.2037300401	0.1551645723	0.9875192558	1	
CYB5R3	0.3649331492	-0.2038821786	0.1552250381	0.9875477243	1	
MYL12A	0.3649292414	-0.2038907037	0.1552284263	0.9875926009	1	
ALOX15	0.3638597763	-0.2062237892	0.1561556864	0.9879788882	1	
FNTA	0.3638552281	-0.2062337113	0.1561596298	0.9879806875	1	
PSAT1	0.3629410418	-0.2082280491	0.1569522583	0.9883376492	1	
XRCC1	0.3628803993	-0.2083603434	0.1570048373	0.9883610011	1	
FAAH	0.3624468051	-0.2093062483	0.1573807771	0.9885267944	1	
PTGR1	0.3610565749	-0.212339097	0.1585861507	0.9890446933	1	
HDAC2	0.3609261935	-0.2126235299	0.1586991955	0.98909221	1	
GALNT14	0.3607078803	-0.2130997897	0.1588884799	0.9891713736	1	
GADD45A	0.3593813248	-0.2159937292	0.1600386456	0.9896417913	1	
SPR	0.3592554916	-0.2162682401	0.160147747	0.9896854798	1	
IMPDH1	0.3575635648	-0.2199592533	0.1616147011	0.990257569	1	
THRAP3	0.3574650206	-0.2201742317	0.161700142	0.990290023	1	
PRPF4B	0.3571345188	-0.2208952361	0.1619866975	0.9903981838	1	
NDUFB10	0.3570814566	-0.2210109937	0.1620327041	0.9904154512	1	
ATP5B	0.3568153259	-0.2215915694	0.1622634478	0.9905456036	1	
SCNN1A	0.3567312459	-0.2217749937	0.1623363479	0.9905287402	1	
DFNA5	0.3564204529	-0.2224530024	0.1626058152	0.990628301	1	TSG
CDK9	0.356255202	-0.2228135046	0.162749093	0.9906808666	1	
THBS1	0.355897411	-0.2235940415	0.1630593091	0.9907938	1	TSG
ADAMTS19	0.3556896485	-0.2240472847	0.1632394458	0.9909027274	1	
IDI1	0.3556486528	-0.2241367184	0.1632749903	0.990915509	1	
ARPC4	0.355324339	-0.2248442234	0.1635561807	0.9909722034	1	
CSNK2A2	0.3548376827	-0.2259058858	0.1639781271	0.9911213329	1	
CXCL10	0.3547815883	-0.2260282581	0.1640267627	0.9911383835	1	
DAPK1	0.3546011768	-0.2264218339	0.1641831852	0.9911930287	1	TSG
GRB2	0.3540493297	-0.2276257127	0.1646616541	0.9913583594	1	
PSMB3	0.3538143398	-0.2281383535	0.1648653978	0.9914279353	1	
BRSK1	0.3528288986	-0.2302881372	0.1657198065	0.9917144108	1	
INPP5J	0.3520829954	-0.2319153581	0.1663665282	0.9919256564	1	
UQCRC1	0.3516069515	-0.2329538689	0.1667792734	0.9920580014	1	
PARP3	0.351429572	-0.23334083	0.1669330669	0.9921068274	1	
IARS	0.3513416404	-0.2335326569	0.1670093065	0.9921309343	1	
GAK	0.3508231467	-0.2346637738	0.1674588569	0.9922717763	1	
LMTK3	0.3506624439	-0.2350143539	0.1675981913	0.9923149789	1	
ABCC1	0.3500984683	-0.2362446917	0.168087176	0.9924649272	1	
S100P	0.3491857981	-0.2382357221	0.1688784899	0.9927021592	1	
GRK6	0.3490978664	-0.238427549	0.1689547295	0.9927246659	1	
CCNB1IP1	0.3489113906	-0.2388343542	0.1691164099	0.9927721942	1	
SNRPA	0.3482435004	-0.2402913864	0.1696954919	0.9929829235	1	
PTS	0.3479426261	-0.2409477569	0.1699563594	0.9930147535	1	
KCNK3	0.3475984797	-0.2416985276	0.1702547453	0.9930991845	1	
UGT2B15	0.3475090319	-0.2418936618	0.1703322993	0.9931209819	1	
TARS2	0.3473695541	-0.2421979389	0.170453231	0.9931548504	1	
OAS1	0.3465872654	-0.2439045364	0.1711315001	0.9933421073	1	
FEV	0.3455123764	-0.2462494543	0.1720634629	0.9935920541	1	
LRAT	0.3446072865	-0.2482239479	0.1728482044	0.9937960751	1	
PGM1	0.3425696972	-0.2526690391	0.1746148588	0.9942345679	1	
NDUFA11	0.3401712848	-0.2579012819	0.1766943583	0.9947154834	1	
HTR6	0.3393116769	-0.2597765548	0.1774396656	0.9948790043	1	
ARHGEF7	0.3392085846	-0.2600014552	0.1775290499	0.9948983114	1	
PRKDC	0.3391934239	-0.2600345288	0.1775421946	0.9949011452	1	
XBP1	0.3391843275	-0.260054373	0.1775500815	0.9949028448	1	
PDE4A	0.3391797794	-0.2600642951	0.1775540249	0.9949036944	1	
ITGAM	0.3384081031	-0.2617477411	0.1782230927	0.9950460451	1	
NDUFA8	0.3376576516	-0.263384884	0.1788737578	0.9951810904	1	
ARHGDIB	0.3373407944	-0.2640761222	0.1791484831	0.9952371227	1	
AAK1	0.3370860957	-0.2646317586	0.1793693149	0.9952817433	1	
EPHA1	0.3366327928	-0.2656206591	0.1797623429	0.995360241	1	TSG
FN1	0.3352167895	-0.2687097329	0.1809900626	0.9955980364	1	
GPI	0.3342101234	-0.2709058196	0.181862874	0.9957604417	1	
F9	0.3320770221	-0.2755592745	0.1837123403	0.996087081	1	
RPS6	0.3317844218	-0.2761975949	0.183966034	0.996130092	1	
AFG3L2	0.3300000152	-0.2800903571	0.185513171	0.9963833923	1	
HTR1E	0.3291191823	-0.282011933	0.186276881	0.9965028872	1	
EWSR1	0.3287159094	-0.2828916906	0.1866265314	0.9965564093	1	
MMP21	0.3287098452	-0.28290492	0.1866317893	0.9965572085	1	
F5	0.3284596947	-0.2834506344	0.1868486776	0.9965900326	1	
CDK7	0.3284157289	-0.2835465478	0.1868867974	0.9965957727	1	
NOTCH2	0.3262902079	-0.2881834658	0.1887296914	0.9968631838	1	
DDR2	0.3259907137	-0.2888368256	0.1889893623	0.9969331063	1	
ATP8B1	0.3251546764	-0.2906606781	0.1897142331	0.9969981986	1	
ITGA4	0.325097066	-0.2907863578	0.1897641832	0.9970049076	1	
CIC	0.3229548683	-0.2954596568	0.1916215364	0.9972450324	1	
NHP2L1	0.3228539774	-0.2956797548	0.1917090119	0.9972880965	1	
UBA1	0.3228062941	-0.2957837781	0.1917503549	0.9972610274	1	
ADAM29	0.3221801599	-0.2971497176	0.1922932331	0.997327523	1	
NUP214	0.322158935	-0.2971960206	0.1923116357	0.9973297515	1	
PTPRC	0.3218587544	-0.2978508778	0.1925719018	0.9973610902	1	
MSRA	0.3208960541	-0.2999510511	0.1934065934	0.9974593792	1	
SRPK1	0.3200713156	-0.3017502547	0.1941216678	0.9975409519	1	
PSMD8	0.3181595596	-0.305920835	0.1957792208	0.9977210511	1	
HTR4	0.3177775116	-0.3067542896	0.1961104685	0.9977555847	1	
ABCA1	0.3174864274	-0.3073893027	0.1963628477	0.9977815787	1	
GRK4	0.3161659362	-0.3102700128	0.1975077554	0.9978961255	1	
TEC	0.3153108764	-0.3121353636	0.1982491193	0.997967424	1	
ATR	0.3139919012	-0.3150127664	0.1993927126	0.9980731358	1	TSG
UROD	0.3130110081	-0.317152628	0.2002431779	0.9981485032	1	
CA12	0.3129958475	-0.3171857016	0.2002563226	0.9981496468	1	
MMAA	0.3129018516	-0.3173907579	0.2003378201	0.9981567233	1	
JUN	0.3119436995	-0.3194810091	0.2011685683	0.9982274742	1	
SDHB	0.3118663802	-0.3196496845	0.2012356065	0.998233075	1	TSG
ADD1	0.3109097442	-0.3217366283	0.2020650402	0.9983010587	1	
TUBD1	0.3088403176	-0.3262511741	0.2038592986	0.9984400885	1	
KCNH7	0.3086189723	-0.3267340486	0.2040512119	0.9984543312	1	
MAST3	0.3072818044	-0.3296511397	0.2052105789	0.9985378938	1	
NDUFB4	0.3071346684	-0.3299721234	0.2053381504	0.998570866	1	
PPP3CB	0.3070149772	-0.330233235	0.2054419265	0.9985540694	1	
WEE1	0.3052214741	-0.3341458413	0.2069969504	0.9986586467	1	
SLC16A5	0.3035841256	-0.3377177896	0.2084165834	0.9987480666	1	
LRRK2	0.3033877163	-0.3381462652	0.2085868765	0.9987805827	1	
CD55	0.3031687242	-0.3386240061	0.2087767496	0.9987698732	1	
FZD4	0.3023106323	-0.3404959716	0.2095207424	0.9988138283	1	
PFN1	0.3014934741	-0.3422786384	0.2102292444	0.9988543526	1	TSG
PLK2	0.2957263687	-0.3548598341	0.2152295073	0.9991063464	1	TSG
TBXA2R	0.2942557872	-0.3580679729	0.2165045481	0.9991619233	1	
RRM2	0.2938191609	-0.3590204924	0.2168831169	0.999177805	1	
MASTL	0.2935053358	-0.3597051158	0.2171552132	0.9991890494	1	
MTCP1NB	0.2930414204	-0.3607171678	0.2175574426	0.9992054138	1	
TPR	0.2927730771	-0.3613025705	0.2177901046	0.999214741	1	
CEACAM1	0.2927154667	-0.3614282501	0.2178400547	0.9992167303	1	TSG
SGK223	0.290213962	-0.3668853934	0.2200089384	0.9992987863	1	
PAWR	0.2880293146	-0.3716512985	0.2219030969	0.9993639195	1	TSG
ELAVL1	0.2870666143	-0.3737514718	0.2227377885	0.9993908185	1	
MLST8	0.2859750486	-0.3761327706	0.2236842105	0.9994200519	1	
PSMD4	0.2857734122	-0.3765726495	0.2238590357	0.9994253088	1	
GOT2	0.2848803657	-0.37852087	0.2246333353	0.999462074	1	
RIOK1	0.2823152715	-0.3841167366	0.2268573532	0.9995089141	1	
CIITA	0.2812373503	-0.3864682692	0.2277919449	0.9995325888	1	
MED1	0.2811994488	-0.3865509532	0.2278248068	0.9995334018	1	
GAPDH	0.2810321241	-0.3869159793	0.2279698825	0.9995495569	1	
TFPI	0.2805975716	-0.3878639749	0.2283466533	0.9995461386	1	
POLB	0.2790208656	-0.3913036288	0.2297137073	0.999578001	1	
LSM6	0.2776533763	-0.3942868671	0.2308993638	0.9996039513	1	
BUB1B	0.2713389721	-0.4080620196	0.2363741522	0.9997057519	1	TSG
PSMC3	0.2711752372	-0.4084192144	0.2365161155	0.9997080362	1	
ASH2L	0.2709826972	-0.4088392491	0.2366830538	0.9997107013	1	
AURKB	0.269976031	-0.4110353358	0.2375558652	0.9997242725	1	
LARS	0.2683841644	-0.4145080633	0.2389360639	0.9997445347	1	
SOCS3	0.2656218968	-0.4205340724	0.2413310374	0.9997764522	1	TSG
