common_name	source_id	pd_id
AC-RYYRWK-NH2	AC-RYYRWK-NH2	pd_1070
ACT 335827	ACT 335827	pd_1071
ACTIVIN A	ACTIVIN A	pd_1072
ACTIVIN AB	ACTIVIN AB	pd_1073
ACTIVIN B	ACTIVIN B	pd_1074
ACUMAPIMOD	ACUMAPIMOD	pd_1075
ACY-1215	ACY-1215	pd_1076
acyclovir	ACYCLOVIR	pd_1077
AD-5075	AD-5075	pd_1078
ADA INHIBITOR	ADA INHIBITOR	pd_1079
ADALIMUMAB	ADALIMUMAB	pd_1080
adapalene	ADAPALENE	pd_1081
ADATANSERIN	ADATANSERIN	pd_1082
ADC3680	ADC3680	pd_1083
ADECATUMUMAB	ADECATUMUMAB	pd_1084
ADEFOVIR	ADEFOVIR	pd_1085
ADEMETIONINE	ADEMETIONINE	pd_1086
ADENINE	ADENINE	pd_1087
ADENOPHOSTIN A	ADENOPHOSTIN A	pd_1088
ADENOSINE-2'-5'-DIPHOSPHATE	ADENOSINE-2'-5'-DIPHOSPHATE	pd_1089
ADENOSINE 3',5'-BISPHOSPHATE	ADENOSINE 3',5'-BISPHOSPHATE	pd_1090
ADENOSINE 5'-DIPHOSPHATE	ADENOSINE 5'-DIPHOSPHATE	pd_1091
ADENOSINE 5'-MONOPHOSPHATE	ADENOSINE 5'-MONOPHOSPHATE	pd_1092
ADENOSINE	ADENOSINE	pd_1093
ADENOSINE-DERIVED INHIBITOR, 7	ADENOSINE-DERIVED INHIBITOR, 7	pd_1094
ADENOSINE PHOSPHONOACETIC ACID	ADENOSINE PHOSPHONOACETIC ACID	pd_1095
ADENOSINE TRIPHOSPHATE	ADENOSINE TRIPHOSPHATE	pd_1096
ADENYLYL SULFATE	ADENYLYL SULFATE	pd_1097
ADERBASIB	ADERBASIB	pd_1098
ADINAZOLAM	ADINAZOLAM	pd_1099
ADIPIPLON	ADIPIPLON	pd_1100
ADOMEGLIVANT	ADOMEGLIVANT	pd_1101
ADOPRAZINE	ADOPRAZINE	pd_1102
ADO-TRASTUZUMAB EMTANSINE	ADO-TRASTUZUMAB EMTANSINE	pd_1103
ADOZELESIN	ADOZELESIN	pd_1104
ADPEDR	ADPEDR	pd_1105
ADP RIBOSE	ADP RIBOSE	pd_1106
ADRENOCORTICOTROPIN	ADRENOCORTICOTROPIN	pd_1107
ADTN	ADTN	pd_1108
ADUCANUMAB	ADUCANUMAB	pd_1109
ADX10059	ADX10059	pd_1110
A-D-XYLOPYRANOSE	A-D-XYLOPYRANOSE	pd_1111
AEBSF	AEBSF	pd_1112
AERUGINOSIN 98-B	AERUGINOSIN 98-B	pd_1113
AFACIFENACIN	AFACIFENACIN	pd_1114
AFAMELANOTIDE	AFAMELANOTIDE	pd_1115
AFASEVIKUMAB	AFASEVIKUMAB	pd_1116
afatinib	AFATINIB	pd_1117
AFATINIB DIMALEATE	AFATINIB DIMALEATE	pd_1118
AFD(R)	AFD(R)	pd_1119
AF-DX 384	AF-DX 384	pd_1120
AFELIMOMAB	AFELIMOMAB	pd_1121
AFLATOXIN B1	AFLATOXIN B1	pd_1122
AFLIBERCEPT	AFLIBERCEPT	pd_1123
AFURESERTIB	AFURESERTIB	pd_1124
AFURESERTIB HYDROCHLORIDE	AFURESERTIB HYDROCHLORIDE	pd_1125
AFUTUZUMAB	AFUTUZUMAB	pd_1126
AG-14361	AG14361	pd_1127
AG-14	AG-14	pd_1128
AG-24322	AG-24322	pd_1129
AG-26	AG-26	pd_1130
AGATOLIMOD	AGATOLIMOD	pd_1131
AGATOLIMOD SODIUM	AGATOLIMOD SODIUM	pd_1132
AGMATINE	AGMATINE	pd_1133
AGN 193109	AGN 193109	pd_1134
AGN193836	AGN193836	pd_1135
AGN 195183	AGN 195183	pd_1136
AGN-214868	AGN-214868	pd_1137
AGOMELATINE	AGOMELATINE	pd_1138
AGS-22M6E	AGS-22M6E	pd_1139
AGS-PSCA	AGS-PSCA	pd_1140
AH13205	AH13205	pd_1141
AH23848	AH23848	pd_1142
AH 6809	AH 6809	pd_1143
AIDA	AIDA	pd_1144
AIN457	AIN457	pd_1145
AJ 76	AJ 76	pd_1146
AJMALINE	AJMALINE	pd_1147
AJULEMIC ACID	AJULEMIC ACID	pd_1148
AKN-028	AKN-028	pd_1149
AKT-inhibitor-1-2	AKT INHIBITOR VIII	pd_1150
AL6528	AL6528	pd_1151
AL-6619	AL-6619	pd_1152
AL-6629	AL-6629	pd_1153
AL7182	AL7182	pd_1154
AL-901	AL-901	pd_1155
ALACIZUMAB PEGOL	ALACIZUMAB PEGOL	pd_1156
ALADOTRILAT	ALADOTRILAT	pd_1157
ALARELIN	ALARELIN	pd_1158
albendazole	ALBENDAZOLE	pd_1159
ALBIGLUTIDE	ALBIGLUTIDE	pd_1160
ALBINTERFERON ALFA-2B	ALBINTERFERON ALFA-2B	pd_1161
ALBUMIN	ALBUMIN	pd_1162
ALCAFTADINE	ALCAFTADINE	pd_1163
ALCLOMETASONE	ALCLOMETASONE	pd_1164
ALCLOMETASONE DIPROPIONATE	ALCLOMETASONE DIPROPIONATE	pd_1165
ALD518	ALD518	pd_1166
ALDESLEUKIN	ALDESLEUKIN	pd_1167
ALDOSTERONE	ALDOSTERONE	pd_1168
ALECTINIB	ALECTINIB	pd_1169
ALECTINIB HYDROCHLORIDE	ALECTINIB HYDROCHLORIDE	pd_1170
ALEFACEPT	ALEFACEPT	pd_1171
ALEGLITAZAR	ALEGLITAZAR	pd_1172
ALEMCINAL	ALEMCINAL	pd_1173
ALEMTUZUMAB	ALEMTUZUMAB	pd_1174
ALENDRONATE SODIUM	ALENDRONATE SODIUM	pd_1175
alendronic-acid	ALENDRONIC ACID	pd_1176
ALEPLASININ	ALEPLASININ	pd_1177
ALFACALCIDOL	ALFACALCIDOL	pd_1178
ALFENTANIL	ALFENTANIL	pd_1179
ALFENTANIL HYDROCHLORIDE	ALFENTANIL HYDROCHLORIDE	pd_1180
ALFIMEPRASE	ALFIMEPRASE	pd_1181
alfuzosin	ALFUZOSIN	pd_1182
ALFUZOSIN HYDROCHLORIDE	ALFUZOSIN HYDROCHLORIDE	pd_1183
ALGAPHAN	ALGAPHAN	pd_1184
ALGLUCOSIDASE ALFA	ALGLUCOSIDASE ALFA	pd_1185
ALICAFORSEN	ALICAFORSEN	pd_1186
ALIROCUMAB	ALIROCUMAB	pd_1187
ALISERTIB	ALISERTIB	pd_1188
ALISERTIB SODIUM	ALISERTIB SODIUM	pd_1189
aliskiren	ALISKIREN	pd_1190
ALISKIREN HEMIFUMARATE	ALISKIREN HEMIFUMARATE	pd_1191
ALISPORIVIR	ALISPORIVIR	pd_1192
alitretinoin	ALITRETINOIN	pd_1193
ALIZAPRIDE	ALIZAPRIDE	pd_1194
ALKYL OMPT	ALKYL OMPT	pd_1195
ALLICIN	ALLICIN	pd_1196
allopurinol	ALLOPURINOL	pd_1197
ALLOSAMIZOLINE	ALLOSAMIZOLINE	pd_1198
SAL-1	ALLOXAZINE	pd_1199
ALLYLESTRENOL	ALLYLESTRENOL	pd_1200
ALMITRINE	ALMITRINE	pd_1201
ALMOREXANT	ALMOREXANT	pd_1202
ALMOTRIPTAN	ALMOTRIPTAN	pd_1203
ALMOTRIPTAN MALATE	ALMOTRIPTAN MALATE	pd_1204
ALNIDITAN	ALNIDITAN	pd_1205
ALOE VERA GEL	ALOE VERA GEL	pd_1206
ALOGLIPTIN	ALOGLIPTIN	pd_1207
ALOGLIPTIN BENZOATE	ALOGLIPTIN BENZOATE	pd_1208
aloisine	ALOISINE A	pd_1209
aloisine	ALOISINE, RP106	pd_1210
ALOSETRON	ALOSETRON	pd_1211
alosetron	ALOSETRON HYDROCHLORIDE	pd_1212
ALPELISIB	ALPELISIB	pd_1213
ALPHA-BENZYL-AMINOBENZYL-PHOSPHONIC ACID	ALPHA-BENZYL-AMINOBENZYL-PHOSPHONIC ACID	pd_1214
ALPHA,BETA-METHYLENE ATP	ALPHA,BETA-METHYLENE ATP	pd_1215
ALPHA-BUNGAROTOXIN	ALPHA-BUNGAROTOXIN	pd_1216
ALPHA-D-FUCOSE	ALPHA-D-FUCOSE	pd_1217
ALPHA-D-GLUCOPYRANOSYL-2-CARBOXYLIC ACID AMIDE	ALPHA-D-GLUCOPYRANOSYL-2-CARBOXYLIC ACID AMIDE	pd_1218
ALPHA-D-GLUCOSE 6-PHOSPHATE	ALPHA-D-GLUCOSE 6-PHOSPHATE	pd_1219
ALPHA INTERFERON	ALPHA INTERFERON	pd_1220
ALPHA-KETOTHIAZOLE ANALOGUE 36	ALPHA-KETOTHIAZOLE ANALOGUE 36	pd_1221
ALPHA-LACTOSE	ALPHA-LACTOSE	pd_1222
ALPHA-NAPHTHOFLAVONE	ALPHA-NAPHTHOFLAVONE	pd_1223
ALPHA-NEU5AC	ALPHA-NEU5AC	pd_1224
alprazolam	ALPRAZOLAM	pd_1225
ALPRENOLOL	ALPRENOLOL	pd_1226
prostaglandin-e1	ALPROSTADIL	pd_1227
alrestatin	ALRESTATIN	pd_1228
ALRT-1550	ALRT-1550	pd_1229
ALSTERPAULLONE	ALSTERPAULLONE	pd_1230
ALT-803	ALT-803	pd_1231
ALTEPLASE	ALTEPLASE	pd_1232
ALTINICLINE	ALTINICLINE	pd_1233
ALTIRATINIB	ALTIRATINIB	pd_1234
ALUMINUM	ALUMINUM	pd_1235
ALUMINUM HYDROXIDE	ALUMINUM HYDROXIDE	pd_1236
ALUMINUM MONOSTEARATE	ALUMINUM MONOSTEARATE	pd_1237
ALVELESTAT	ALVELESTAT	pd_1238
ALVERINE	ALVERINE	pd_1239
alvespimycin	ALVESPIMYCIN	pd_1240
ALVESPIMYCIN HYDROCHLORIDE	ALVESPIMYCIN HYDROCHLORIDE	pd_1241
ALVIMOPAN	ALVIMOPAN	pd_1242
ALX-0081	ALX-0081	pd_1243
ALX1-11	ALX1-11	pd_1244
ALX-5407	ALX-5407	pd_1245
AM-211	AM-211	pd_1246
AM-251	AM251	pd_1247
AM-281	AM 281	pd_1248
AM-580	AM580	pd_1249
AM803	AM803	pd_1250
AM966	AM966	pd_1251
AMA0076	AMA0076	pd_1252
amantadine	AMANTADINE	pd_1253
AMANTADINE HYDROCHLORIDE	AMANTADINE HYDROCHLORIDE	pd_1254
AMATUXIMAB	AMATUXIMAB	pd_1255
AMB	AMB	pd_1256
AMBENONIUM	AMBENONIUM	pd_1257
AMBENONIUM CHLORIDE	AMBENONIUM CHLORIDE	pd_1258
AMBRISENTAN	AMBRISENTAN	pd_1259
AMCINONIDE	AMCINONIDE	pd_1260
AMD-070	AMD-070	pd_1261
AME-133V	AME-133V	pd_1262
AMEDIPLASE	AMEDIPLASE	pd_1263
AMELUBANT	AMELUBANT	pd_1264
AMESERGIDE	AMESERGIDE	pd_1265
AMG 102	AMG 102	pd_1266
AMG-208	AMG-208	pd_1267
AMG319	AMG319	pd_1268
AMG-337	AMG-337	pd_1269
AMG 479	AMG 479	pd_1270
AMG-517	AMG-517	pd_1271
AMG 548	AMG 548	pd_1272
AMG 714	AMG 714	pd_1273
AMG 761	AMG 761	pd_1274
AMG-7703	AMG-7703	pd_1275
AMG820	AMG820	pd_1276
AMG 900	AMG 900	pd_1277
AMG-9810	AMG 9810	pd_1278
AMI-1	AMI-1	pd_1279
AMIBEGRON	AMIBEGRON	pd_1280
AMIBEGRON HCL	AMIBEGRON HCL	pd_1281
AMIDO PHENYL PYRUVIC ACID	AMIDO PHENYL PYRUVIC ACID	pd_1282
amifostine	AMIFOSTINE	pd_1283
AMIKACIN	AMIKACIN	pd_1284
AMIKACIN DISULFATE	AMIKACIN DISULFATE	pd_1285
amiloride	AMILORIDE	pd_1286
AMILORIDE HYDROCHLORIDE	AMILORIDE HYDROCHLORIDE	pd_1287
AMINEPTINE	AMINEPTINE	pd_1288
AMINODI(ETHYLOXY)ETHYLAMINOCARBONYLBENZENESULFONAMIDE	AMINODI(ETHYLOXY)ETHYLAMINOCARBONYLBENZENESULFONAMIDE	pd_1289
aminoglutethimide	AMINOGLUTETHIMIDE	pd_1290
AMINOGUANIDINE	AMINOGUANIDINE	pd_1291
AMINOGUANIDINE HYDROCHLORIDE	AMINOGUANIDINE HYDROCHLORIDE	pd_1292
AMINOOXYACETIC ACID	AMINOOXYACETIC ACID	pd_1293
AMINOPHYLLINE	AMINOPHYLLINE	pd_1294
AMINOPTERIN	AMINOPTERIN	pd_1295
aminopurvalanol-a	AMINOPURVALANOL	pd_1296
AMIODARONE	AMIODARONE	pd_1297
amiodarone	AMIODARONE HYDROCHLORIDE	pd_1298
AMISELIMOD HYDROCHLORIDE	AMISELIMOD HYDROCHLORIDE	pd_1299
amisulpride	AMISULPRIDE	pd_1300
AMITIFADINE	AMITIFADINE	pd_1301
AMITRIPTYLINE	AMITRIPTYLINE	pd_1302
amitriptyline	AMITRIPTYLINE HYDROCHLORIDE	pd_1303
amlexanox	AMLEXANOX	pd_1304
amlodipine	AMLODIPINE	pd_1305
amlodipine	AMLODIPINE BESYLATE	pd_1306
AMLODIPINE MALEATE	AMLODIPINE MALEATE	pd_1307
AMN082	AMN082	pd_1308
AMOBARBITAL	AMOBARBITAL	pd_1309
AMODIAQUINE	AMODIAQUINE	pd_1310
amonafide	AMONAFIDE	pd_1311
amoxapine	AMOXAPINE	pd_1312
amoxicillin	AMOXICILLIN	pd_1313
AMP-579	AMP-579	pd_1314
AMPA	AMPA	pd_1315
AMPALEX	AMPALEX	pd_1316
amperozide	AMPEROZIDE	pd_1317
AMPHETAMINE	AMPHETAMINE	pd_1318
AMPHETAMINE ADIPATE	AMPHETAMINE ADIPATE	pd_1319
AMPHETAMINE ASPARTATE	AMPHETAMINE ASPARTATE	pd_1320
AMPHETAMINE SULFATE	AMPHETAMINE SULFATE	pd_1321
AMPHOTERICIN B	AMPHOTERICIN B	pd_1322
ampicillin	AMPICILLIN	pd_1323
AMPLIGEN	AMPLIGEN	pd_1324
AMP-PCP	AMP-PCP	pd_1325
AMP-PNP	AMP-PNP	pd_1326
AMPRENAVIR	AMPRENAVIR	pd_1327
AMRINONE	AMRINONE	pd_1328
AMRUBICIN	AMRUBICIN	pd_1329
AMRUBICIN HYDROCHLORIDE	AMRUBICIN HYDROCHLORIDE	pd_1330
AMSACRINE	AMSACRINE	pd_1331
AMTB	AMTB	pd_1332
amthamine	AMTHAMINE	pd_1333
amuvatinib	AMUVATINIB	pd_1334
AMYLAMINE	AMYLAMINE	pd_1335
AMYLIN	AMYLIN	pd_1336
AMYL NITRITE	AMYL NITRITE	pd_1337
AN0128	AN0128	pd_1338
ANACETRAPIB	ANACETRAPIB	pd_1339
ANAGRELIDE	ANAGRELIDE	pd_1340
anagrelide	ANAGRELIDE HYDROCHLORIDE	pd_1341
ANAKINRA	ANAKINRA	pd_1342
ANAMORELIN	ANAMORELIN	pd_1343
ANAMORELIN HYDROCHLORIDE	ANAMORELIN HYDROCHLORIDE	pd_1344
anandamide	ANANDAMIDE	pd_1345
anastrozole	ANASTROZOLE	pd_1346
ANATIBANT	ANATIBANT	pd_1347
ANATUMOMAB MAFENATOX	ANATUMOMAB MAFENATOX	pd_1348
ANCRIVIROC	ANCRIVIROC	pd_1349
ANCROD	ANCROD	pd_1350
andarine	ANDARINE	pd_1351
ANDECALIXIMAB	ANDECALIXIMAB	pd_1352
ANDOLAST	ANDOLAST	pd_1353
ANDROSTANEDIONE	ANDROSTANEDIONE	pd_1354
androstenedione	ANDROSTENEDIONE	pd_1355
androstenol	ANDROSTENOL	pd_1356
ANETUMAB RAVTANSINE	ANETUMAB RAVTANSINE	pd_1357
ANG1005	ANG1005	pd_1358
ANGELICIN	ANGELICIN	pd_1359
ANGIOPOIETIN-4	ANGIOPOIETIN-4	pd_1360
ANGIOTENSIN (1-7)	ANGIOTENSIN (1-7)	pd_1361
ANGIOTENSIN II	ANGIOTENSIN II	pd_1362
ANGIOTENSIN III	ANGIOTENSIN III	pd_1363
ANGIOTENSIN IV	ANGIOTENSIN IV	pd_1364
ANHYDROVINBLASTINE	ANHYDROVINBLASTINE	pd_1365
ANIFROLUMAB	ANIFROLUMAB	pd_1366
ANILERIDINE	ANILERIDINE	pd_1367
ANILERIDINE DIHYDROCHLORIDE	ANILERIDINE DIHYDROCHLORIDE	pd_1368
ANILERIDINE PHOSPHATE	ANILERIDINE PHOSPHATE	pd_1369
aniracetam	ANIRACETAM	pd_1370
ANISINDIONE	ANISINDIONE	pd_1371
anisomycin	ANISOMYCIN	pd_1372
ANISOTROPINE METHYLBROMIDE	ANISOTROPINE METHYLBROMIDE	pd_1373
ANISTREPLASE	ANISTREPLASE	pd_1374
ANLOTINIB	ANLOTINIB	pd_1375
ANNEXIN I	ANNEXIN I	pd_1376
ANNEXIN I-(2-26)	ANNEXIN I-(2-26)	pd_1377
ANRUKINZUMAB	ANRUKINZUMAB	pd_1378
ANTALARMIN	ANTALARMIN	pd_1379
ANTAQ	ANTAQ	pd_1380
ANTARELIX	ANTARELIX	pd_1381
ANTAZOLINE	ANTAZOLINE	pd_1382
antazoline	ANTAZOLINE HYDROCHLORIDE	pd_1383
ANTAZOLINE PHOSPHATE	ANTAZOLINE PHOSPHATE	pd_1384
ANTHRACENE-9-CARBOXYLIC ACID	ANTHRACENE-9-CARBOXYLIC ACID	pd_1385
ANTHRANILIC ACID	ANTHRANILIC ACID	pd_1386
ANTHRAQUINONE	ANTHRAQUINONE	pd_1387
ANTIBIOTIC	ANTIBIOTIC	pd_1388
ANTIBIOTIC FR 900130	ANTIBIOTIC FR 900130	pd_1389
ANTIBIOTIC K 252A	ANTIBIOTIC K 252A	pd_1390
ANTIBIOTICS	ANTIBIOTICS	pd_1391
ANTI CD3	ANTI CD3	pd_1392
ANTIDE	ANTIDE	pd_1393
ANTI-FACTOR D	ANTI-FACTOR D	pd_1394
ANTIHEMOPHILIC FACTOR	ANTIHEMOPHILIC FACTOR	pd_1395
ANTIHISTAMINE	ANTIHISTAMINE	pd_1396
ANTI-IL13	ANTI-IL13	pd_1397
ANTIMALARIALS	ANTIMALARIALS	pd_1398
ANTI-MEK	ANTI-MEK	pd_1399
ANTI-OXLDL	ANTI-OXLDL	pd_1400
phenazone	ANTIPYRINE	pd_1401
ANTISAUVAGINE	ANTISAUVAGINE	pd_1402
ANTITHROMBIN III HUMAN	ANTITHROMBIN III HUMAN	pd_1403
ANTITHYMOCYTE GLOBULIN	ANTITHYMOCYTE GLOBULIN	pd_1404
ANTI-VEGF	ANTI-VEGF	pd_1405
ANTIVIRAL	ANTIVIRAL	pd_1406
ANTRAFENINE	ANTRAFENINE	pd_1407
AP1903	AP1903	pd_1408
AP26113	AP26113	pd_1409
AP4A	AP4A	pd_1410
AP811	AP811	pd_1411
APA	APA	pd_1412
APADENOSON	APADENOSON	pd_1413
apafant	APAFANT	pd_1414
APAMIN	APAMIN	pd_1415
APAZIQUONE	APAZIQUONE	pd_1416
APD371	APD371	pd_1417
APD597	APD597	pd_1418
APD668	APD668	pd_1419
APELIN-13	APELIN-13	pd_1420
APELIN-17	APELIN-17	pd_1421
APELIN-36	APELIN-36	pd_1422
APETX-1	APETX-1	pd_1423
APICIDIN	APICIDIN	pd_1424
apigenin	APIGENIN	pd_1425
APITOLISIB	APITOLISIB	pd_1426
APIXABAN	APIXABAN	pd_1427
APLAVIROC	APLAVIROC	pd_1428
APLAVIROC HYDROCHLORIDE	APLAVIROC HYDROCHLORIDE	pd_1429
APLINDORE	APLINDORE	pd_1430
APLINDORE FUMARATE	APLINDORE FUMARATE	pd_1431
APLYRONINE A	APLYRONINE A	pd_1432
APN1125	APN1125	pd_1433
APOLIZUMAB	APOLIZUMAB	pd_1434
APOMORPHINE	APOMORPHINE	pd_1435
APOMORPHINE HYDROCHLORIDE	APOMORPHINE HYDROCHLORIDE	pd_1436
APOPTONE	APOPTONE	pd_1437
APRACLONIDINE	APRACLONIDINE	pd_1438
APRACLONIDINE HYDROCHLORIDE	APRACLONIDINE HYDROCHLORIDE	pd_1439
APRATASTAT	APRATASTAT	pd_1440
APREMILAST	APREMILAST	pd_1441
aprepitant	APREPITANT	pd_1442
APRICOXIB	APRICOXIB	pd_1443
APRINDINE	APRINDINE	pd_1444
APROBARBITAL	APROBARBITAL	pd_1445
APROTININ	APROTININ	pd_1446
APRUTUMAB IXADOTIN	APRUTUMAB IXADOTIN	pd_1447
AQ-RA741	AQ-RA 741	pd_1448
AQW-051	AQW-051	pd_1449
AR-20.5	AR-20.5	pd_1450
AR-A014418	AR-A014418	pd_1451
ARABINOURIDINE 3'-PHOSPHATE	ARABINOURIDINE 3'-PHOSPHATE	pd_1452
ARACHIDONIC ACID	ARACHIDONIC ACID	pd_1453
ARACHIDONYLCYCLOPROPYLAMIDE	ARACHIDONYLCYCLOPROPYLAMIDE	pd_1454
ARBACLOFEN PLACARBIL	ARBACLOFEN PLACARBIL	pd_1455
ARBUTAMINE	ARBUTAMINE	pd_1456
AR-C102222	AR-C102222	pd_1457
ARC-239	ARC 239	pd_1458
AR-C67085	AR-C67085	pd_1459
AR-C69931 MX	AR-C69931 MX	pd_1460
ARCAINE	ARCAINE	pd_1461
ARCITUMOMAB	ARCITUMOMAB	pd_1462
ARDEPARIN SODIUM	ARDEPARIN SODIUM	pd_1463
ARECAIDINE PROPARGYL ESTER	ARECAIDINE PROPARGYL ESTER	pd_1464
ARECOLINE	ARECOLINE	pd_1465
ARFORMOTEROL	ARFORMOTEROL	pd_1466
ARFORMOTEROL TARTRATE	ARFORMOTEROL TARTRATE	pd_1467
ARGADIN	ARGADIN	pd_1468
argatroban	ARGATROBAN	pd_1469
ARGIFIN	ARGIFIN	pd_1470
ARGININE OXYTOCIN	ARGININE OXYTOCIN	pd_1471
ARGIPRESSIN	ARGIPRESSIN	pd_1472
ARHALOFENATE	ARHALOFENATE	pd_1473
ARIMOCLOMOL	ARIMOCLOMOL	pd_1474
aripiprazole	ARIPIPRAZOLE	pd_1475
ARIPIPRAZOLE LAUROXIL	ARIPIPRAZOLE LAUROXIL	pd_1476
ARMODAFINIL	ARMODAFINIL	pd_1477
ARN-3236	ARN-3236	pd_1478
ARN-509	ARN-509	pd_1479
AROFYLLINE	AROFYLLINE	pd_1480
ARP 100	ARP 100	pd_1481
ARPROMIDINE	ARPROMIDINE	pd_1482
ARQ-092	ARQ-092	pd_1483
ARQ736	ARQ736	pd_1484
ARRY-300	ARRY-300	pd_1485
ARRY-380	ARRY-380	pd_1486
ARRY-382	ARRY-382	pd_1487
ARRY-520	ARRY-520	pd_1488
ARRY-797	ARRY-797	pd_1489
ARSENIC	ARSENIC	pd_1490
ARSENIC TRIOXIDE	ARSENIC TRIOXIDE	pd_1491
ARSENITE	ARSENITE	pd_1492
ART621	ART621	pd_1493
ARTEMISININ	ARTEMISININ	pd_1494
ARTEPILLIN C	ARTEPILLIN C	pd_1495
ARTESUNATE	ARTESUNATE	pd_1496
ARTICAINE HYDROCHLORIDE	ARTICAINE HYDROCHLORIDE	pd_1497
ARUNDIC ACID	ARUNDIC ACID	pd_1498
ARZOXIFENE	ARZOXIFENE	pd_1499
AS101	AS101	pd_1500
AS1402	AS1402	pd_1501
AS16	AS16	pd_1502
AS-601245	AS601245	pd_1503
AS-604850	AS 604850	pd_1504
AS-605240	AS-605240	pd_1505
AS703569	AS703569	pd_1506
AS-703988	AS-703988	pd_1507
AS74	AS74	pd_1508
AS94	AS94	pd_1509
AS95	AS95	pd_1510
AS96	AS96	pd_1511
ASAPIPRANT	ASAPIPRANT	pd_1512
ASCIMINIB	ASCIMINIB	pd_1513
ASC-J9	ASC-J9	pd_1514
ASCRINVACUMAB	ASCRINVACUMAB	pd_1515
ASELIZUMAB	ASELIZUMAB	pd_1516
ASENAPINE	ASENAPINE	pd_1517
ASENAPINE MALEATE	ASENAPINE MALEATE	pd_1518
ASG-22ME	ASG-22ME	pd_1519
ASG-5ME	ASG-5ME	pd_1520
ASIMADOLINE	ASIMADOLINE	pd_1521
ASK-8007	ASK-8007	pd_1522
ASN 02563583	ASN 02563583	pd_1523
ASN 04450772	ASN 04450772	pd_1524
ASN 04885796	ASN 04885796	pd_1525
ASN-05257430	ASN 05257430	pd_1526
ASOPRISNIL	ASOPRISNIL	pd_1527
ASP3026	ASP3026	pd_1528
ASP7991	ASP7991	pd_1529
ASPARAGINASE	ASPARAGINASE	pd_1530
ASPARTAME	ASPARTAME	pd_1531
ASPARTYL ADENYLATE	ASPARTYL ADENYLATE	pd_1532
ASP-ASN-ARG	ASP-ASN-ARG	pd_1533
aspirin	ASPIRIN	pd_1534
AST-1306	AST-1306	pd_1535
AST 487	AST 487	pd_1536
astemizole	ASTEMIZOLE	pd_1537
ASULACRINE	ASULACRINE	pd_1538
AT-101	AT-101	pd_1539
AT13148	AT13148	pd_1540
AT13387	AT13387	pd_1541
AT-7519	AT7519	pd_1542
AT7867	AT7867	pd_1543
AT9283	AT9283	pd_1544
ATACICEPT	ATACICEPT	pd_1545
ATACIGUAT	ATACIGUAT	pd_1546
ATAGABALIN	ATAGABALIN	pd_1547
ATAMESTANE	ATAMESTANE	pd_1548
ATAZANAVIR	ATAZANAVIR	pd_1549
ATC0175	ATC0175	pd_1550
ATECEGATRAN METOXIL	ATECEGATRAN METOXIL	pd_1551
atenolol	ATENOLOL	pd_1552
ATEZOLIZUMAB	ATEZOLIZUMAB	pd_1553
ATG003	ATG003	pd_1554
ATILMOTIN	ATILMOTIN	pd_1555
ATINUMAB	ATINUMAB	pd_1556
ATIPRIMOD	ATIPRIMOD	pd_1557
ATM/ATR KINASE INHIBITOR	ATM/ATR KINASE INHIBITOR	pd_1558
ATOMOXETINE	ATOMOXETINE	pd_1559
atomoxetine	ATOMOXETINE HCL	pd_1560
ATOPAXAR	ATOPAXAR	pd_1561
ATOROLIMUMAB	ATOROLIMUMAB	pd_1562
atorvastatin	ATORVASTATIN	pd_1563
ATORVASTATIN CALCIUM	ATORVASTATIN CALCIUM	pd_1564
ATOSIBAN	ATOSIBAN	pd_1565
ATOVAQUONE	ATOVAQUONE	pd_1566
ATPA	ATPA	pd_1567
ATPO	ATPO	pd_1568
ATPγS	ATPγS	pd_1569
ATRACURIUM	ATRACURIUM	pd_1570
ATRACURIUM BESYLATE	ATRACURIUM BESYLATE	pd_1571
ATRASENTAN	ATRASENTAN	pd_1572
ATRASENTAN HYDROCHLORIDE	ATRASENTAN HYDROCHLORIDE	pd_1573
ATRELEUTON	ATRELEUTON	pd_1574
ATROPINE	ATROPINE	pd_1575
ATROPINE SULFATE	ATROPINE SULFATE	pd_1576
AURANOFIN	AURANOFIN	pd_1577
AURORA KINASE INHIBITOR II	AURORA KINASE INHIBITOR II	pd_1578
AURORA KINASE INHIBITOR III	AURORA KINASE INHIBITOR III	pd_1579
AUROVERTIN-B	AUROVERTIN-B	pd_1580
AUSTOCYSTIN D	AUSTOCYSTIN D	pd_1581
AV-203	AV-203	pd_1582
AVACOPAN	AVACOPAN	pd_1583
AVAGACESTAT	AVAGACESTAT	pd_1584
AVANAFIL	AVANAFIL	pd_1585
AVASTIN	AVASTIN	pd_1586
AVATROMBOPAG	AVATROMBOPAG	pd_1587
AVE0847	AVE0847	pd_1588
AVE-1642	AVE-1642	pd_1589
AVE2865	AVE2865	pd_1590
AVE-8134	AVE-8134	pd_1591
AVE-9940	AVE-9940	pd_1592
AVELUMAB	AVELUMAB	pd_1593
AVIGLYCINE	AVIGLYCINE	pd_1594
AVL-292	AVL-292	pd_1595
AVL-292 (BENZENESULFONATE)	AVL-292 (BENZENESULFONATE)	pd_1596
AVOSENTAN	AVOSENTAN	pd_1597
AVRAINVILLAMIDE	AVRAINVILLAMIDE	pd_1598
AXELOPRAN	AXELOPRAN	pd_1599
axitinib	AXITINIB	pd_1600
AXOMADOL	AXOMADOL	pd_1601
