A	B
BRD-K68783079	CLK1
BRD-K68783079	CLK4
BRD-K68783079	DYRK1A
BRD-K59222562	CLK1
BRD-K59222562	CLK4
BRD-K59222562	DYRK1A
BRD-K59222562	DYRK1B
BRD-K88761633	GBA
BRD-A18279961	PKM
BRD-K06956503	GBA
BRD-A32917072	RORC
BRD-A61599461	TSHR
BRD-A81377415	CLK1
BRD-A81377415	CLK4
BRD-A81377415	DYRK1A
BRD-A81377415	DYRK1B
BRD-A38793261	RORC
SAL-1	ADORA2B
SAL-1	ADORA2A
BRD-A41630653	SIGMAR1
BRD-A41630653	CHRNA2
BRD-A41630653	CHRNA3
BRD-A41630653	CHRNA4
BRD-A41630653	CHRNA7
BRD-A41630653	CHRNB2
BRD-A41630653	CHRNB4
BRD-A41630653	CYBA
BRD-A41630653	CYBB
BRD-A41630653	CYP3A5
BRD-A41630653	GRIN1
BRD-A41630653	GRIN3A
BRD-A41630653	NCF1
BRD-A41630653	NCF2
BRD-A41630653	NCF4
BRD-A41630653	OPRD1
BRD-A41630653	OPRK1
BRD-A41630653	OPRM1
BRD-A41630653	PGRMC1
BRD-A41630653	RAC1
BRD-A41630653	RAC2
BRD-A41630653	SLC6A2
BRD-A41630653	SLC6A4
VU-0365114-2	CHRM5
VU-0366037-2	GRM4
VU-0400071-3	GRM4
VU-0400193-3	GRM4
VU-0400195-3	GRM4
VU-0404997-2	GRM4
VU-0413807-2	CACNA1G
VU-0413807-2	CACNA1H
VU-0413807-2	CACNA1I
VU-0415374-1	GRM4
VU-0418946-1	HIF1A
acyclovir	PNP
azithromycin	MLNR
carbidopa	DDC
clopidogrel	P2RY12
clopidogrel	CYP2B6
clopidogrel	CYP2C19
clopidogrel	CYP3A5
glycopyrrolate	CHRM1
glycopyrrolate	CHRM3
glycopyrrolate	CHRM2
glycopyrrolate	CHRM4
glycopyrrolate	CHRM5
propranolol	ADRB2
propranolol	ADRB3
propranolol	ADRB1
propranolol	CYP2C19
propranolol	HTR1A
propranolol	HTR1B
methylprednisolone	NR3C1
phenelzine	MAOB
phenelzine	AOC3
phenelzine	MAOA
phenelzine	ABAT
phenelzine	GAD2
phenelzine	GPT
phenelzine	GPT2
phenelzine	SLC6A2
phenelzine	SLC6A3
phenelzine	SLC6A4
ribavirin	IMPDH1
ribavirin	ADK
ribavirin	ENPP1
ribavirin	IMPDH2
ribavirin	NT5C2
rifapentine	CYP2C8
rifapentine	CYP3A4
terazosin	ADRA1D
terazosin	ADRA1A
terazosin	ADRA1B
terazosin	KCNH2
terazosin	KCNH6
terazosin	KCNH7
dextrorphan	OPRM1
dextrorphan	OPRK1
dextrorphan	OPRD1
dextrorphan	GRIN1
dextrorphan	HTR1A
dextrorphan	SLC6A2
BRD-A17664363	NR5A1
BRD-A54632525	ALOX12
BRD-A61189834	XIAP
BRD-A89049230	TSHR
BRD-A93048969	CHRM2
BRD-A93048969	CHRM1
BRD-A93048969	CHRM3
BRD-A93048969	CHRM4
BRD-A93048969	CHRM5
BRD-A93048969	SI
BRD-A94297859	XIAP
BRD-K01265221	BCL2
BRD-K06217810	CLK1
BRD-K06217810	CLK4
BRD-K06217810	DYRK1A
BRD-K06217810	DYRK1B
pyroxamide	HDAC1
givinostat	HDAC2
givinostat	HDAC1
givinostat	HDAC3
givinostat	HDAC4
givinostat	HDAC5
givinostat	HDAC6
givinostat	HDAC7
givinostat	HDAC8
givinostat	HDAC9
givinostat	IL1B
givinostat	IL1R2
givinostat	IL6R
givinostat	TNF
ALW-II-49-7	DDR1
ALW-II-49-7	EPHA2
ALW-II-49-7	EPHA4
ALW-II-49-7	EPHA7
ALW-II-49-7	EPHB2
ALW-II-49-7	EPHB4
ALW-II-49-7	EPHB6
BIX-01294	EHMT1
BIX-01294	EHMT2
cyproheptadine	HRH1
cyproheptadine	ADRA1A
cyproheptadine	ADRA1B
cyproheptadine	ADRA1D
cyproheptadine	CHRM1
cyproheptadine	CHRM2
cyproheptadine	CHRM3
cyproheptadine	HTR2A
cyproheptadine	HTR2B
cyproheptadine	HTR2C
cyproheptadine	HTR6
cyproheptadine	HTR7
ketoconazole	AR
ketoconazole	CYP19A1
ketoconazole	CYP21A2
ketoconazole	CYP2C19
ketoconazole	CYP3A5
ketoconazole	CYP3A7
ketoconazole	KCNA10
cytarabine	POLB
cytarabine	POLA1
diphenhydramine	HRH1
2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol	MMP13
BRD-K48969316	CASP1
BRD-K61106942	PKM
n-(3-acetamidophenyl)-3-chlorobenzamide	GRM5
apicidin	HDAC1
apicidin	HDAC10
apicidin	HDAC11
apicidin	HDAC2
apicidin	HDAC3
apicidin	HDAC4
apicidin	HDAC5
apicidin	HDAC6
apicidin	HDAC7
apicidin	HDAC8
apicidin	HDAC9
BRD-K64835161	CLK1
BRD-K64835161	CLK4
BRD-K64835161	DYRK1B
ALW-II-38-3	DDR1
ALW-II-38-3	EPHA2
ALW-II-38-3	EPHA4
ALW-II-38-3	EPHB2
ALW-II-38-3	EPHB4
ALW-II-38-3	EPHB6
BRD-K70751730	EGLN1
BRD-K70751730	KDM3A
BRD-K70751730	KDM4A
BRD-K70751730	KDM4C
BRD-K70751730	KDM6B
QW-BI-011	EHMT2
WT-171	HDAC6
entinostat	HDAC1
entinostat	HDAC2
entinostat	HDAC3
entinostat	HDAC9
BRD-K85853281	TOP2A
selegiline	MAOB
selegiline	MAOA
selegiline	CYP2B6
selegiline	CYP2C19
BRD-K87426499	CASP3
nicorandil	ABCC9
nicorandil	KCNJ11
nicorandil	KCNJ8
HG-6-64-01	ABL1
HG-6-64-01	BRAF
HG-6-64-01	CSF1R
HG-6-64-01	EGFR
HG-6-64-01	FGFR1
HG-6-64-01	FLT3
HG-6-64-01	KIT
HG-6-64-01	MAPK11
HG-6-64-01	PDGFRB
HG-6-64-01	RET
HG-5-88-01	ADCK4
HG-5-88-01	EGFR
JW-7-24-1	LCK
HG-5-113-01	ABL1
HG-5-113-01	LTK
HG-5-113-01	STK10
BRD-K26947839	NOX1
1-benzylimidazole	CYP11B1
1-benzylimidazole	QPCT
NM-PP1	CAMK2A
NM-PP1	LCK
NM-PP1	MAPK8
NM-PP1	PRKACA
NM-PP1	RIPK2
NM-PP1	SRC
HU-211	CNR1
HU-211	CNR2
HU-211	GLRA1
HU-211	GLRA2
HU-211	GLRA3
HU-211	GPR55
HU-211	GRIN1
HU-211	NFKB1
CAY-10470	NFKB1
CAY-10470	TNF
propylpyrazole	ESR1
treprostinil	PTGIR
treprostinil	CYP2C8
treprostinil	P2RY12
treprostinil	PPARD
treprostinil	PTGDR
treprostinil	PTGER1
treprostinil	PTGER2
treprostinil	PTGER3
treprostinil	PTGER4
CP466722	ATM
BRD-K66896231	ACHE
BRD-K55055802	GABRA1
BRD-K55055802	ADRA2B
BRD-K55055802	GABRA2
BRD-K55055802	GABRA3
BRD-K55055802	GABRA4
BRD-K55055802	GABRA5
BRD-K55055802	GABRA6
BRD-K55055802	GABRB1
BRD-K55055802	GABRB2
BRD-K55055802	GABRB3
BRD-K55055802	GABRD
BRD-K55055802	GABRE
BRD-K55055802	GABRG1
BRD-K55055802	GABRG2
BRD-K55055802	GABRG3
BRD-K55055802	GABRP
BRD-K55055802	GABRQ
BRD-K20168484	ALOX5AP
didanosine	PNP
niacin	HCAR2
niacin	HCAR3
niacin	ACHE
niacin	DGAT2
niacin	HCAR1
niacin	NNMT
niacin	PTGDR
niacin	QPRT
cladribine	ADA
cladribine	PNP
cladribine	POLA1
cladribine	POLE
cladribine	POLE2
cladribine	POLE3
cladribine	POLE4
cladribine	RRM1
cladribine	RRM2
cladribine	RRM2B
BRD-K79511609	ADORA1
BRD-K79511609	ADORA2A
BRD-K79511609	ADORA2B
iloprost	PTGIR
iloprost	PTGER1
iloprost	PTGER2
iloprost	PDE4A
iloprost	PDE4B
iloprost	PDE4C
iloprost	PDE4D
iloprost	PLAT
iloprost	PTGDR
iloprost	PTGER3
iloprost	PTGER4
iloprost	PTGFR
iloprost	TBXA2R
LM-1685	PTGS2
deferiprone	CYP4F2
PD-173074	FGFR1
PD-173074	FGFR3
PD-173074	FGFR2
PD-173074	FGFR4
PD-173074	FLT1
PD-173074	FLT4
PD-173074	KDR
PD-173074	PDGFRA
PD-173074	PDGFRB
GANT-61	DHH
GANT-61	IHH
moclobemide	MAOA
moclobemide	CYP2C19
moclobemide	MAOB
mesalazine	PTGS1
mesalazine	PPARG
mesalazine	PTGS2
mesalazine	ALOX5
mesalazine	CHUK
mesalazine	CTNNB1
mesalazine	IKBKB
mesalazine	MPO
mesalazine	NAT1
BRD-K34437622	TYMS
flucytosine	DNMT1
5-methoxytryptamine	HTR2A
5-methoxytryptamine	HTR6
5-methoxytryptamine	HTR1B
5-methoxytryptamine	HTR1D
5-methoxytryptamine	HTR1E
5-methoxytryptamine	HTR1F
5-methoxytryptamine	HTR2C
5-methoxytryptamine	HTR4
5-methoxytryptamine	HTR7
5-methoxytryptamine	TRPM8
fludarabine	ADA
fludarabine	DCK
fludarabine	POLA1
fludarabine	RRM1
fludarabine	RRM2
CAY-10415	INS
BRD-K15107389	RPS6KA1
BRD-K15107389	RPS6KA2
BRD-K15107389	RPS6KA3
BRD-K63954456	MIF
BRD-K63954456	TNF
desloratadine	HRH1
tacrine	ACHE
tacrine	BCHE
decitabine	DNMT1
antimycin-a	CYCS
L-BSO	GCLM
cytochalasin-d	ACTB
doxercalciferol	VDR
depudecin	HDAC1
depudecin	HDAC2
ebselen	ALB
ebselen	LTB4R
ebselen	NOX3
alvocidib	CDK2
alvocidib	CDK4
alvocidib	CDK1
alvocidib	CDK6
alvocidib	CDK7
alvocidib	CDK9
alvocidib	CDK5
alvocidib	CDK8
alvocidib	EGFR
alvocidib	PYGM
alvocidib	BCL2
alvocidib	BIRC5
alvocidib	CCNT1
alvocidib	MCL1
alvocidib	XIAP
carbetocin	OXTR
dasatinib	ABL1
dasatinib	FYN
dasatinib	LCK
dasatinib	SRC
dasatinib	KIT
dasatinib	YES1
dasatinib	BCR
dasatinib	EPHA2
dasatinib	LYN
dasatinib	PDGFRB
dasatinib	ABL2
dasatinib	BTK
dasatinib	DDR1
dasatinib	DDR2
dasatinib	PDGFRA
dasatinib	STAT5B
NVP-TAE684	ALK
NVP-TAE684	INSR
AZD-7762	CHEK1
AZD-7762	CHEK2
GSK-429286A	ROCK1
HY-11007	ABL1
HY-11007	BCR
CP-724714	ERBB2
CGP-60474	CDK1
CGP-60474	CDK2
GSK-461364	PLK1
AT-7519	CDK2
AT-7519	CDK5
AT-7519	CDK1
AT-7519	CDK4
AT-7519	CDK6
AT-7519	CDK9
imatinib	ABL1
imatinib	KIT
imatinib	PDGFRA
imatinib	BCR
imatinib	CSF1R
imatinib	PDGFRB
imatinib	ABCG2
imatinib	CYP2C19
imatinib	CYP2C8
imatinib	CYP3A5
imatinib	DDR1
imatinib	NTRK1
imatinib	RET
latrunculin-b	ACTA1
latrunculin-b	MKL1
latrunculin-b	SPIRE2
BRD-K54331210	ALPL
BRD-K71427192	XIAP
BRD-K52640952	TOP1
BRD-K97951054	AURKB
BRD-K97951054	KDR
BRD-K97951054	PIM1
PD-168077	DRD2
PD-168077	DRD4
varenicline	CHRNA4
varenicline	CHRNA3
varenicline	CHRNA6
varenicline	CHRNA7
varenicline	CHRNB2
linezolid	MAOA
alitretinoin	RARG
alitretinoin	RARA
alitretinoin	RARB
alitretinoin	RXRA
alitretinoin	RXRG
alitretinoin	ABCA1
alitretinoin	CYP2C8
alitretinoin	CYP3A7
alitretinoin	RXRB
alitretinoin	VKORC1
sorafenib	RET
sorafenib	BRAF
sorafenib	FLT3
sorafenib	KDR
sorafenib	RAF1
sorafenib	FLT1
sorafenib	FLT4
sorafenib	KIT
sorafenib	DDR2
sorafenib	FGFR1
sorafenib	PDGFRB
sorafenib	CYP2B6
sorafenib	CYP2C8
sorafenib	CYP3A5
sorafenib	PDGFB
sorafenib	SLCO1B3
axitinib	KDR
axitinib	FLT1
axitinib	FLT4
axitinib	CSF1
axitinib	CYP2C19
axitinib	CYP3A5
axitinib	KIT
axitinib	PDGFRB
axitinib	PLK4
saracatinib	SRC
saracatinib	ABL1
saracatinib	LCK
saracatinib	YES1
afatinib	EGFR
afatinib	ERBB2
afatinib	ERBB4
PD-184352	MAP2K1
PD-184352	MAP2K2
PD-184352	MAP3K1
PD-184352	MAP3K2
deforolimus	MTOR
lapatinib	EGFR
lapatinib	ERBB2
lapatinib	CYP3A5
panobinostat	HDAC1
panobinostat	HDAC2
panobinostat	HDAC3
panobinostat	HDAC4
panobinostat	HDAC6
panobinostat	HDAC7
panobinostat	HDAC8
panobinostat	HDAC9
motesanib	FLT1
motesanib	FLT4
motesanib	KDR
motesanib	KIT
motesanib	PDGFRA
motesanib	RET
PD-0325901	MAP2K1
PD-0325901	MAP2K2
tandutinib	FLT3
tandutinib	KIT
tandutinib	PDGFRA
tandutinib	PDGFRB
tandutinib	CSF1R
tandutinib	PDGFD
obatoclax	BCL2
obatoclax	BCL2L1
obatoclax	MCL1
HA-14-1	BCL2
ZSTK-474	PIK3CG
ZSTK-474	PIK3CA
ZSTK-474	PIK3CB
ZSTK-474	PIK3CD
belinostat	HDAC1
belinostat	HDAC2
belinostat	HDAC3
belinostat	HDAC4
belinostat	HDAC5
belinostat	HDAC6
belinostat	HDAC7
belinostat	HDAC8
belinostat	HDAC9
GSK-1904529A	IGF1R
GSK-1904529A	INSR
ZM-447439	AURKA
ZM-447439	AURKB
danusertib	AURKA
danusertib	AURKB
danusertib	AURKC
danusertib	FGFR1
danusertib	NTRK1
danusertib	RET
danusertib	BCR
danusertib	SLK
andarine	AR
barasertib	AURKB
barasertib	AURKC
docetaxel	TUBB
docetaxel	BCL2
docetaxel	MAP2
docetaxel	MAP4
docetaxel	MAPT
docetaxel	NR1I2
docetaxel	TUBB1
PLX-4720	BRAF
PLX-4720	KDR
SNS-314	AURKA
SNS-314	AURKB
SNS-314	AURKC
capecitabine	TYMS
capecitabine	DPYD
enobosarm	AR
BIIB021	AOX1
BIIB021	HSP90AA1
raltitrexed	TYMS
raltitrexed	FPGS
JNJ-7706621	CDK1
JNJ-7706621	CDK2
JNJ-7706621	AURKA
JNJ-7706621	AURKB
floxuridine	TYMS
KI-16425	LPAR1
KI-16425	LPAR3
TG100-115	PIK3CG
TG100-115	PIK3CA
TG100-115	PIK3CB
TG100-115	PIK3CD
ON-01910	CDK1
ON-01910	FLT1
ON-01910	FYN
ON-01910	MCL1
ON-01910	PDGFRA
ON-01910	PLK1
ON-01910	PLK2
ON-01910	SRC
epothilone	TUBA1A
epothilone	TUBA1B
epothilone	TUBA1C
epothilone	TUBA3C
epothilone	TUBA4A
epothilone	TUBA8
epothilone	TUBB
epothilone	TUBB1
epothilone	TUBB3
epothilone	TUBB4A
epothilone	TUBB4B
amonafide	TOP2A
amonafide	TOP2B
ispinesib	KIF11
cilomilast	PDE4A
cilomilast	PDE4B
cilomilast	PDE4D
cilomilast	IL12A
cilomilast	IL12B
cilomilast	IL1B
cilomilast	PDE4C
cilomilast	TNF
zibotentan	EDNRA
sitagliptin	DPP4
sitagliptin	CYP2C8
sitagliptin	FASLG
sitagliptin	HMGCR
sitagliptin	SLC22A8
tofacitinib	JAK3
tofacitinib	JAK1
tofacitinib	JAK2
tofacitinib	CYP2C19
tofacitinib	TYK2
topotecan	TOP1
topotecan	TOP1MT
tunicamycin	GNPTAB
thiostrepton	FOXM1
acarbose	GAA
acarbose	MGAM
acarbose	AMY2A
acarbose	SI
BRD-A73929928	ADORA1
BRD-A73929928	ADORA2A
alosetron	HTR3A
alprazolam	GABRA1
alprazolam	GABRA2
alprazolam	GABRA3
alprazolam	GABRA5
alprazolam	CYP3A5
alprazolam	GABRA4
alprazolam	GABRA6
alprazolam	GABRB1
alprazolam	GABRB2
alprazolam	GABRB3
alprazolam	GABRD
alprazolam	GABRE
alprazolam	GABRG1
alprazolam	GABRG2
alprazolam	GABRG3
alprazolam	GABRP
alprazolam	GABRQ
amlexanox	FGF1
amlexanox	IL3
amlexanox	S100A12
amlexanox	S100A13
ampiroxicam	PTGS1
ampiroxicam	PTGS2
anastrozole	CYP19A1
argatroban	F2
argatroban	CYP3A5
aripiprazole	DRD2
aripiprazole	HTR1A
aripiprazole	HTR2A
aripiprazole	HRH1
aripiprazole	HTR1B
aripiprazole	HTR1D
aripiprazole	HTR2C
aripiprazole	ADRA1A
aripiprazole	ADRA1B
aripiprazole	ADRA2A
aripiprazole	ADRA2B
aripiprazole	ADRA2C
aripiprazole	CHRM1
aripiprazole	CHRM2
aripiprazole	CHRM3
aripiprazole	CHRM4
aripiprazole	CHRM5
aripiprazole	DRD1
aripiprazole	DRD3
aripiprazole	DRD4
aripiprazole	DRD5
aripiprazole	HTR1E
aripiprazole	HTR3A
aripiprazole	HTR6
aripiprazole	HTR7
artemether	ATP1A1
artemether	CYP2B6
artemether	CYP2C19
artemether	CYP3A5
atracurium	CHRNA2
azelastine	HRH1
azelastine	CYP2C19
balsalazide	PTGS1
balsalazide	PTGS2
balsalazide	ALOX5
balsalazide	PPARG
benidipine	CACNA1C
benidipine	CACNA1G
benidipine	CYP3A5
bifonazole	CYP2B6
buflomedil	CACNA1C
carmofur	TYMS
cefdinir	MPO
cerivastatin	HMGCR
cerivastatin	CYP2C8
cerivastatin	CYP3A5
cetraxate	GAST
chlordiazepoxide	GABRA1
chlordiazepoxide	GABRA2
chlordiazepoxide	GABRA3
chlordiazepoxide	GABRA4
chlordiazepoxide	GABRA5
chlordiazepoxide	GABRA6
chlordiazepoxide	GABRB1
chlordiazepoxide	GABRB2
chlordiazepoxide	GABRB3
chlordiazepoxide	GABRD
chlordiazepoxide	GABRE
chlordiazepoxide	GABRG1
chlordiazepoxide	GABRG2
chlordiazepoxide	GABRG3
chlordiazepoxide	GABRP
chlordiazepoxide	GABRQ
clarithromycin	CYP2C19
clarithromycin	CYP3A4
clarithromycin	CYP3A5
clarithromycin	CYP3A7
clotrimazole	KCNN4
clotrimazole	CYP3A4
clotrimazole	CYP51A1
clotrimazole	NR1I2
clotrimazole	NR1I3
clotrimazole	TRPM2
clotrimazole	TRPM4
clotrimazole	TRPM8
corticosterone	HSD11B1
corticosterone	NR3C2
corticosterone	NCOA1
cycloserine	GRIN1
dexbrompheniramine	HRH1
dichloroacetic-acid	PDK1
diphenoxylate	OPRM1
diphenoxylate	OPRD1
dofetilide	KCNH2
dofetilide	KCNH1
dofetilide	KCNJ12
dofetilide	KCNK2
dolasetron	HTR3A
doxapram	KCNK3
doxapram	KCNK9
efavirenz	CYP2B6
efavirenz	CYP2C19
efavirenz	CYP2C8
efavirenz	CYP3A4
efavirenz	CYP3A5
enalaprilat	ACE
esmolol	ADRB1
esomeprazole	ATP4A
esomeprazole	CYP2C19
esomeprazole	CYP3A4
BRD-K47448802	CHRM1
ethylestrenol	AR
ethinylestradiol	ESR1
ethinylestradiol	CYP2C8
ethinylestradiol	ESR2
ethinylestradiol	NR1I2
famotidine	HRH2
flubendazole	TUBB
flurbiprofen	PTGS1
flurbiprofen	PTGS2
tegafur	TYMS
goserelin	GNRHR
goserelin	GNRH1
goserelin	LHCGR
granisetron	HTR3A
granisetron	CYP3A5
halometasone	NR3C1
honokiol	ALOX5
honokiol	PTGS1
honokiol	PTGS2
hyperoside	ACE
hyperoside	AKR1B1
hyperoside	GAA
ifenprodil	GRIN1
ifenprodil	GRIN2B
indatraline	SLC6A2
indatraline	SLC6A3
indatraline	SLC6A4
indinavir	CYP3A5
isoquercetin	AKR1B1
isoquercetin	ACE
pitavastatin	HMGCR
pitavastatin	APOA1
pitavastatin	CYP2C8
itopride	DRD2
itopride	ACHE
itopride	CHRM3
methotrexate	DHFR
methotrexate	AOX1
methotrexate	FOLR1
methotrexate	TYMS
targinine	NOS2
targinine	NOS3
lacidipine	CACNA1C
lansoprazole	ATP4A
lansoprazole	CYP2C19
lansoprazole	CYP3A4
lansoprazole	CYP3A5
latanoprost	PTGFR
levetiracetam	SV2A
levetiracetam	CACNA1B
levetiracetam	SCN1A
levocetirizine	HRH1
levocetirizine	CXCL8
levofloxacin	TOP2A
lobeline	SLC18A2
lobeline	CHRNA10
lobeline	CHRNA4
lobeline	CHRNA9
lobeline	CHRNB2
lobeline	OPRM1
lofepramine	SLC6A2
lofepramine	SLC6A4
lofexidine	ADRA2A
lomerizine	ABCB1
lomerizine	CACNA1B
lomerizine	SCN5A
loratadine	HRH1
loratadine	CYP2C19
loratadine	CYP3A5
lorazepam	GABRA1
lorazepam	GABRA2
lorazepam	GABRA3
lorazepam	GABRA5
lorazepam	GABRA4
lorazepam	GABRA6
lorazepam	GABRB1
lorazepam	GABRB2
lorazepam	GABRB3
lorazepam	GABRD
lorazepam	GABRE
lorazepam	GABRG1
lorazepam	GABRG2
lorazepam	GABRG3
lorazepam	GABRP
lorazepam	GABRQ
lorazepam	TSPO
loteprednol	NR3C1
loxoprofen	PTGS2
medroxyprogesterone	PGR
medroxyprogesterone	ESR1
memantine	GRIN1
memantine	CHRFAM7A
memantine	CYP2E1
memantine	DRD2
memantine	GRIN2A
memantine	GRIN2B
memantine	GRIN3A
memantine	HTR3A
mepivacaine	SCN10A
mepivacaine	SCN9A
metronidazole	CYP2C8
metronidazole	CYP2E1
metronidazole	CYP3A5
metronidazole	CYP3A7
midazolam	CYP3A5
midazolam	CYP3A7
midazolam	GABRA1
midazolam	GABRA2
midazolam	GABRA3
midazolam	GABRA4
midazolam	GABRA5
midazolam	GABRA6
midazolam	GABRB1
midazolam	GABRB2
midazolam	GABRB3
midazolam	GABRD
midazolam	GABRE
midazolam	GABRG1
midazolam	GABRG2
midazolam	GABRG3
midazolam	GABRP
midazolam	GABRQ
midazolam	GABRR1
midazolam	GABRR2
midazolam	GABRR3
miglitol	GAA
miglitol	MGAM
miglitol	GANAB
miglitol	GANC
miglitol	SLC5A4
milnacipran	SLC6A2
milnacipran	SLC6A4
milnacipran	GRIN1
milnacipran	GRIN2A
milnacipran	GRIN2B
milnacipran	GRIN2C
milnacipran	GRIN2D
milnacipran	GRIN3A
milnacipran	GRIN3B
montelukast	CYSLTR1
montelukast	ALOX5
montelukast	CYP2C8
mosapride	HTR4
mosapride	HTR3A
moxifloxacin	TOP2A
naftopidil	ADRA1A
naftopidil	ADRA1D
nelfinavir	CYP2C19
nelfinavir	CYP3A5
nelfinavir	CYP3A7
nialamide	COMT
nialamide	MAOA
nialamide	MAOB
nicotinamide	PARP1
nicotinamide	AOX1
nicotinamide	BST1
nicotinamide	CYP2E1
nicotinamide	LDHA
nicotinamide	SIRT5
nimetazepam	GABRA1
nimetazepam	GABRA2
nimetazepam	GABRA3
nimetazepam	GABRA5
nisoldipine	CACNA1C
nisoldipine	CACNA1D
nisoldipine	CACNA1S
nisoldipine	CACNA2D1
nisoldipine	CACNB2
nisoldipine	CYP3A5
nitrazepam	GABRA1
nitrazepam	GABRA2
nitrazepam	GABRA3
nitrazepam	GABRA4
nitrazepam	GABRA5
nitrazepam	GABRA6
nitrazepam	GABRB1
nitrazepam	GABRB2
nitrazepam	GABRB3
nitrazepam	GABRD
nitrazepam	GABRE
nitrazepam	GABRG1
nitrazepam	GABRG2
nitrazepam	GABRG3
nitrazepam	GABRP
nitrazepam	GABRQ
nitrazepam	GABRR1
nitrazepam	GABRR2
nitrazepam	GABRR3
nitrazepam	SCN1A
olanzapine	DRD2
olanzapine	HTR2A
olanzapine	HTR2C
olanzapine	DRD1
olanzapine	DRD3
olanzapine	DRD4
olanzapine	HRH1
olanzapine	HTR1A
olanzapine	HTR1B
olanzapine	HTR1D
olanzapine	HTR1E
olanzapine	HTR6
olanzapine	HTR7
olanzapine	ADRA1A
olanzapine	ADRA1B
olanzapine	ADRA2A
olanzapine	ADRA2B
olanzapine	ADRA2C
olanzapine	ADRB1
olanzapine	ADRB2
olanzapine	ADRB3
olanzapine	CHRM1
olanzapine	CHRM2
olanzapine	CHRM3
olanzapine	CHRM4
olanzapine	CHRM5
olanzapine	CYP2C8
olanzapine	DRD5
olanzapine	GABRA1
olanzapine	GABRA2
olanzapine	GABRA3
olanzapine	GABRA4
olanzapine	GABRA5
olanzapine	GABRA6
olanzapine	GABRB1
olanzapine	GABRB2
olanzapine	GABRB3
olanzapine	GABRD
olanzapine	GABRE
olanzapine	GABRG1
olanzapine	GABRG2
olanzapine	GABRG3
olanzapine	GABRP
olanzapine	GABRQ
olanzapine	HRH2
olanzapine	HRH4
olanzapine	HTR1F
olanzapine	HTR2B
olanzapine	HTR3A
olanzapine	HTR5A
oligomycin-c	ATP5A1
olopatadine	HRH1
olopatadine	S100A1
olopatadine	S100A12
olopatadine	S100A13
olopatadine	S100A2
olopatadine	S100B
orlistat	PNLIP
orlistat	DAGLA
orlistat	FASN
orlistat	LIPF
orlistat	CNR1
orlistat	DAGLB
oxymetholone	AR
oxyphenonium	CHRM1
palonosetron	HTR3A
pancuronium	CHRM2
pancuronium	CHRM3
pancuronium	CHRNA1
pancuronium	CHRNA2
parecoxib	LTF
parecoxib	PTGS2
pefloxacin	TOP2A
perospirone	DRD2
perospirone	HTR2A
perospirone	DRD3
perospirone	DRD4
perospirone	HTR2C
pilocarpine	CHRM3
pilocarpine	CHRM1
pilocarpine	CHRM2
pilocarpine	CHRM4
pilocarpine	CHRM5
pramipexole	DRD3
pramipexole	DRD2
pramipexole	ADRA2A
pramipexole	ADRA2B
pramipexole	ADRA2C
pramipexole	DRD1
pramipexole	DRD4
pramipexole	DRD5
pramipexole	HTR1A
pramipexole	HTR1B
pramipexole	HTR1D
pramipexole	HTR2A
pramipexole	HTR2B
pramipexole	HTR2C
pterostilbene	FAAH
pterostilbene	PPARA
pterostilbene	PTGS1
pterostilbene	PTGS2
rabeprazole	ATP4A
rabeprazole	CYP2C19
reichstein	AR
rifabutin	CYP3A4
rifabutin	HSP90AA1
rifabutin	HSP90B1
rifaximin	NR1I2
rifaximin	CYP3A4
ritonavir	CYP3A4
ritonavir	CYP1A2
ritonavir	CYP2B6
ritonavir	CYP2C19
ritonavir	CYP3A5
ritonavir	CYP3A7
ropivacaine	SCN10A
ropivacaine	SCN9A
roxatidine	HRH2
salbutamol	ADRB2
salbutamol	ADRB1
sibutramine	SLC6A2
sibutramine	SLC6A4
sibutramine	SLC6A3
sibutramine	CYP2B6
sibutramine	CYP2C19
sibutramine	CYP3A5
stiripentol	ABAT
stiripentol	SCN1A
stiripentol	SCN3A
sulfasalazine	PTGS1
sulfasalazine	PTGS2
sulfasalazine	ACAT1
sulfasalazine	ALOX5
sulfasalazine	CHUK
sulfasalazine	IKBKB
sulfasalazine	PLA2G1B
sulfasalazine	PPARG
sulfasalazine	SLC46A1
sulfasalazine	SLC7A11
sulfasalazine	TBXAS1
sumatriptan	HTR1D
sumatriptan	HTR1B
sumatriptan	HTR1A
sumatriptan	HTR1F
sumatriptan	HTR1E
sumatriptan	HTR5A
sumatriptan	HTR6
sumatriptan	HTR7
synephrine	ADRA1A
taxifolin	APOB
taxifolin	APP
taxifolin	HMGCR
tegaserod	HTR4
tegaserod	HTR2B
tegaserod	HTR2A
tegaserod	HTR2C
terbinafine	CYP2C19
terbinafine	CYP2C8
terbinafine	SQLE
disulfiram	ALDH2
disulfiram	ALDH1A2
disulfiram	ALDH5A1
disulfiram	ALDH7A1
disulfiram	CYP2E1
disulfiram	DBH
disulfiram	DNMT1
disulfiram	TRPA1
tiagabine	SLC6A1
tiagabine	CYP2C19
tibolone	AR
tibolone	ESR1
tibolone	PGR
tibolone	STS
tolterodine	CHRM2
tolterodine	CHRM3
tolterodine	CHRM1
tolterodine	CHRM4
tolterodine	CHRM5
topiramate	CA2
topiramate	CA4
topiramate	GRIK1
topiramate	CA1
topiramate	CA12
topiramate	CA7
